"pmid","author","last_author","doi","publication_date"
"19660427","Oliveira RC","Lemos ER","10.1016/j.actatropica.2009.07.029","2009/06/15 00:00"
"25331342","Stipp DT","Alfieri AA","10.1007/s11262-014-1133-1","2014/10/14 00:00"
"22349147","Allendorf SD","Megid J","10.1016/j.virusres.2012.01.011","2012/01/20 00:00"
"20133185","Tort LF","Leite JP","10.1016/j.jcv.2009.12.018","2009/12/22 00:00"
"19063998","Jardim AC","Mello IM","10.1016/j.meegid.2008.11.001","2008/11/04 00:00"
"22239820","Yamasaki LH","Rahal P","10.1186/1743-422X-9-14","2012/01/12 00:00"
"25975978","Fernandes J","de Lemos ER","10.1016/j.meegid.2015.05.010","2015/05/06 00:00"
"28700085","Lisboa Neto G","Mendes-Correa MC","10.1002/jmv.24900","2017/07/02 00:00"
"24725448","Campos FS","Roehe PM","10.1016/j.vetmic.2014.03.012","2014/03/10 00:00"
"25785515","Oliveira G","Abrahão J","10.3390/v7031218","2015/03/05 00:00"
"23055928","Kerr PJ","Holmes EC","10.1371/journal.ppat.1002950","2012/08/22 00:00"
"20207192","Abrahão JS","Kroon EG","10.1016/j.jcv.2010.02.001","2010/02/01 00:00"
"22956907","Huang Q","Qiu J","10.1371/journal.ppat.1002899","2012/07/24 00:00"
"18065620","Miagostovich MP","Leite JP","10.1128/AEM.00944-07","2008/01/29 09:00"
"19893979","Alcalde R","Casseb J","10.1590/s0036-46652009000500006","2009/08/17 00:00"
"22241115","Fioretti JM","Miagostovich MP","10.1590/s0074-02762011000800008","2011/08/16 00:00"
"19838293","Abrahão JS","Kroon EG","10.1371/journal.pone.0007428","2009/09/21 00:00"
"21483671","Giret MT","Kallas EG","10.1371/journal.pone.0018407","2011/03/07 00:00"
"24862186","de Novaes Oliveira R","Macedo CI","10.1007/s00705-014-2121-4","2014/05/10 00:00"
"19559104","Victoria M","Cristina J","10.1016/j.meegid.2009.06.014","2009/06/10 00:00"
"18098155","Ferreira MS","Miagostovich MP","10.1002/jmv.21059","2008/02/15 09:00"
"21777083","Felippe PA","Arns CW","10.1080/03079457.2011.596812","2011/07/23 06:00"
"22492162","Bastos Mde S","Mourão MP","10.4269/ajtmh.2012.11-0485","2012/04/12 06:00"
"20609456","Oliveira Rde N","Brandão PE","10.1016/j.virol.2010.05.030","2010/04/13 00:00"
"25239525","Gómez MM","Leite JP","10.1016/j.meegid.2014.09.012","2014/09/08 00:00"
"33179584","Sousa IP Jr","da Silva EE","10.1080/22221751.2020.1850181","2021/07/01 06:00"
"20361122","Morillo SG","Timenetsky Mdo C","10.2223/JPED.1981","2009/12/23 00:00"
"19818679","Costa FF","Timenetsky Mdo C","10.1016/j.jcv.2009.09.017","2009/09/09 00:00"
"21503926","Gómez MM","Leite JP","10.1002/jmv.22071","2011/04/20 06:00"
"28606817","Almeida TNV","de Paula Cardoso DDD","10.1016/j.actatropica.2017.06.009","2017/05/31 00:00"
"30550489","Ishida Y","Gatanaga H","10.1097/QAI.0000000000001919","2019/11/02 06:00"
"35632640","Machado RS","Sousa IP Jr","10.3390/v14050899","2022/04/17 00:00"
"20507754","Vilela AP","Kroon EG","10.3201/eid1606.091000","2010/05/29 06:00"
"20405017","Nakatani SM","Ono-Nita SK","10.1371/journal.pone.0010150","2010/02/23 00:00"
"21720732","de Oliveira AS","Oliveira Resende R","10.1007/s11262-011-0639-z","2011/06/15 00:00"
"22715400","de Oliveira AS","Resende RO","10.1371/journal.pone.0038634","2012/05/08 00:00"
"21225198","Debur MC","Raboni SM","10.1590/s0074-02762010000800010","2010/08/26 00:00"
"20570062","Thomazelli LM","Durigon EL","10.1016/j.vetmic.2010.05.006","2010/04/27 00:00"
"27074255","Leon LA","Pinto MA","10.1590/0074-02760160013","2016/03/11 00:00"
"28856421","Guterres A","de Lemos ERS","10.1007/s00248-017-1061-4","2017/08/22 00:00"
"18392770","Campos GS","Sardi SI","10.1007/s00705-008-0078-x","2008/02/26 00:00"
"20645866","Terzian AC","Nogueira ML","10.1089/vbz.2009.0200","2010/07/22 06:00"
"24394697","Dominguez SR","Holmes KV","10.1099/vir.0.059832-0","2014/01/08 06:00"
"33459882","Souza EV","Luchs A","10.1007/s00705-020-04946-3","2020/11/16 00:00"
"21040941","Prado T","Miagostovich MP","10.1016/j.watres.2010.10.012","2010/09/02 00:00"
"24264385","Oliveira EH","Vallinoto AC","10.1007/s00705-013-1921-2","2013/11/05 00:00"
"22459737","da Silva Filho LV","Pannuti CS","10.1093/infdis/jis274","2012/03/31 06:00"
"22886182","Oliveira-Filho AB","Lemos JA","10.1007/s00705-012-1435-3","2012/06/27 00:00"
"20572088","Ferreira MS","Miagostovich MP","10.1002/jmv.21831","2010/06/24 06:00"
"17705167","Ishak Mde O","Ishak R","10.1002/jmv.20995","2007/11/08 09:00"
"17953103","Soares CC","Gentsch J","10.3201/eid1308.070300","2007/12/12 09:00"
"24216489","Costa EM","Garcia Rde C","10.1016/j.vetmic.2013.10.002","2013/09/25 00:00"
"26220480","Guterres A","de Lemos ER","10.1016/j.virusres.2015.07.022","2015/07/11 00:00"
"21123543","Drexler JF","Drosten C","10.1099/vir.0.022525-0","2010/12/03 06:00"
"23264105","Vieira LF","Kotait I","10.1007/s11262-012-0866-y","2012/12/08 00:00"
"18157407","Ferraz C","Kotait I","10.1590/s0036-46652007000600010","2007/06/14 00:00"
"20166186","Mascarenhas JD","Bensabath G","10.1002/jmv.21735","2010/02/19 06:00"
"20089803","Calvert J","Simmonds P","10.1099/vir.0.018747-0","2010/01/22 06:00"
"24747965","Gómez MM","Leite JP","10.1016/j.meegid.2014.04.007","2014/04/04 00:00"
"25127366","Barcelos Figueiredo L","Kroon EG","10.1371/journal.pone.0104516","2014/07/14 00:00"
"19627608","Amarilla AA","Aquino VH","10.1186/1743-422X-6-113","2009/07/23 00:00"
"22469070","Stöcker A","Drexler JF","10.3201/eid1804.111415","2012/04/04 06:00"
"19193281","Drexler JF","Drosten C","10.3201/eid1502.081028","2009/02/06 09:00"
"20507756","de Almeida MB","da Silva Filho LV","10.3201/eid1606.100063","2010/05/29 06:00"
"21412786","Amado LA","Gaspar AM","10.1002/jmv.22045","2011/03/18 06:00"
"21782357","Luppi MM","Resende M","10.1016/j.vetmic.2011.06.027","2011/06/10 00:00"
"25122004","Lago BV","Gomes SA","10.1371/journal.pone.0105317","2014/07/23 00:00"
"23877647","Otonel RA","Alfieri AA","10.1007/s11250-013-0451-y","2013/07/24 06:00"
"34411742","de Souza WM","Figueiredo LTM","10.1016/j.meegid.2021.105041","2021/08/11 00:00"
"20080272","Cunha JB","Leite JP","10.1016/j.rvsc.2009.12.013","2009/04/20 00:00"
"26991274","Souza CK","Canal CW","10.1016/j.bjm.2016.01.025","2015/10/02 00:00"
"26887251","Reis TA","da Rosa e Silva ML","10.1016/j.bjm.2015.11.011","2015/07/28 00:00"
"23167493","da Costa AC","Sanabani SS","10.1111/1469-0691.12058","2012/09/01 00:00"
"21331286","Mello FC","Araujo NM","10.1155/2011/695859","2011/01/04 00:00"
"18577614","Cardoso TC","Luvizotto MC","10.3382/ps.2008-00042","2008/10/29 09:00"
"20526786","Cunha JB","Leite JP","10.1007/s00705-010-0695-z","2010/05/06 00:00"
"20608535","Villarreal LY","Brandao PE","10.1637/9218-121709-Reg.1","2010/07/09 06:00"
"22197423","Henzel A","Weiblen R","10.1016/j.virusres.2011.12.008","2011/12/05 00:00"
"22854125","Machado DC","Nogueira ML","10.1159/000337166","2012/01/31 00:00"
"28669036","Mósena ACS","Canal CW","10.1007/s00705-017-3465-3","2017/05/25 00:00"
"22855773","Raboni SM","Duarte dos Santos CN","10.4269/ajtmh.2012.11-0762","2012/08/03 06:00"
"21739455","Luchs A","Timenetsky Mdo C","10.1002/jmv.22140","2011/07/09 06:00"
"25604458","Comerlato J","Franco AC","10.1002/jmv.24086","2015/01/22 06:00"
"21775076","Lorenzetti E","Alfieri AA","10.1016/j.vetmic.2011.06.026","2011/06/16 00:00"
"23359323","Siqueira JA","Gabbay YB","10.1002/jmv.23506","2013/01/30 06:00"
"29217383","Fernandes J","de Lemos ERS","10.1016/j.actatropica.2017.12.003","2017/11/27 00:00"
"24998462","Maia FG","Figueiredo LT","10.1016/j.ijid.2014.05.018","2014/05/19 00:00"
"21795474","Streck AF","Truyen U","10.1099/vir.0.033662-0","2011/07/29 06:00"
"25495746","Vieira YR","de Paula VS","10.1186/s12866-014-0315-2","2014/11/26 00:00"
"22908032","Castilho Mda C","Braga WS","10.4269/ajtmh.2012.12-0083","2012/08/22 06:00"
"24642137","Barros LM","de Souza Paiva Ferreira A","10.1016/j.meegid.2014.03.007","2014/02/21 00:00"
"21798297","Barros LM","Ferreira AS","10.1016/j.virusres.2011.07.006","2011/07/10 00:00"
"21470472","Quixabeira-Santos JC","Damaso CR","10.3201/eid1704.101581","2011/04/08 06:00"
"24197790","das Merces Hernandez J","Gabbay YB","10.1007/s00705-013-1904-3","2013/10/21 00:00"
"22872050","Fumian TM","Gabbay YB","10.1007/s00705-012-1428-2","2012/06/15 00:00"
"23200438","Schmidt C","Flores EF","10.1016/j.vetmic.2012.10.031","2012/10/19 00:00"
"31576974","Binder LC","Diaz A","10.1590/S1984-29612019071","2019/08/06 00:00"
"29601843","de Oliveira AM","de Melo CB","10.1016/j.jviromet.2018.03.011","2018/02/20 00:00"
"29565808","de Souza WM","Gifford RJ","10.3390/v10040143","2018/03/17 00:00"
"29931397","Maia FGM","Figueiredo LTM","10.1007/s00705-018-3913-8","2018/06/01 00:00"
"23855930","Mello FC","Araujo NM","10.1186/1743-422X-10-236","2013/07/11 00:00"
"19747995","Chacón JL","Ferreira AJ","10.1016/j.vaccine.2009.08.083","2009/08/24 00:00"
"29128758","de Souza WM","Figueiredo LTM","10.1016/j.virol.2017.11.001","2017/10/26 00:00"
"21080203","Campos RK","Abrahão JS","10.1007/s00705-010-0857-z","2010/10/29 00:00"
"22189432","Fornells LA","Couceiro JN","10.1016/j.vetmic.2011.11.026","2011/11/23 00:00"
"34673119","Wang L","Thornburg NJ","10.1016/j.jviromet.2021.114335","2021/09/17 00:00"
"22531181","Drexler JF","Drosten C","10.1038/ncomms1796","2012/03/19 00:00"
"19395308","Raboni SM","dos Santos CN","10.1016/j.jcv.2009.03.015","2009/03/23 00:00"
"21129863","dos Santos DR","Pinto MA","10.1016/j.vetmic.2010.10.024","2010/10/21 00:00"
"22820073","Bezerra DA","Mascarenhas JD","10.1016/j.jviromet.2012.07.017","2012/07/06 00:00"
"25963945","Luchs A","Timenetsky Mdo C","10.1002/jmv.24241","2015/05/13 06:00"
"23421733","Figueiredo ML","Luz SL","10.1186/1743-422X-10-60","2013/02/11 00:00"
"20804786","Fumian TM","Miagostovich MP","10.1016/j.jviromet.2010.08.017","2010/07/19 00:00"
"22960088","de Araújo JM","Nogueira RM","10.1016/j.jviromet.2012.08.010","2012/08/17 00:00"
"24758129","Beserra LA","Gregori F","10.1637/10626-080513-ResNote.1","2014/04/25 06:00"
"24188273","Rose TL","Leite JP","10.3201/eid1911.121407","2013/11/06 06:00"
"21947565","Soares Lda S","Linhares Ada C","10.1007/s00705-011-1111-z","2011/09/09 00:00"
"24031389","Streck AF","Canal CW","10.1590/S1517-83822009000200008","2008/12/10 00:00"
"22280882","Pinto LD","Canal CW","10.1016/j.virusres.2012.01.001","2011/12/19 00:00"
"33672226","Torres MC","On Behalf Of ZikAction Consortium","10.3390/v13020349","2021/02/07 00:00"
"26689791","Hurtado R","Durigon EL","10.1371/journal.pone.0145627","2015/12/07 00:00"
"25329399","de Araujo J","Durigon EL","10.1371/journal.pone.0110141","2014/09/16 00:00"
"26385461","Valente CS","Alfieri AA","10.1007/s11250-015-0912-6","2015/09/07 00:00"
"26538419","Teixeira DM","Gabbay YB","10.1007/s12560-015-9220-6","2015/10/26 00:00"
"27061406","Oliveira MP","Martins RM","10.1002/jmv.24462","2016/04/11 06:00"
"23871166","Ferraz FO","Teixeira MM","10.1016/j.jcv.2013.06.015","2013/05/30 00:00"
"21353404","Souza DG","Cardoso TC","10.1016/j.anireprosci.2011.01.004","2010/12/13 00:00"
"25735305","Tilston-Lunel NL","Elliott RM","10.1099/vir.0.000108","2015/03/05 06:00"
"27783693","Siravenha LG","Ishak R","10.1371/journal.pone.0165272","2016/10/10 00:00"
"21796399","Dos Anjos K","Nagata T","10.1007/s00705-011-1079-8","2011/07/15 00:00"
"23761408","Corman VM","Drexler JF","10.1099/vir.0.054841-0","2013/06/14 06:00"
"25813599","Gava D","Ciacci-Zanella JR","10.1016/j.jviromet.2015.03.011","2015/03/13 00:00"
"23894453","Vicentini F","Spano LC","10.1371/journal.pone.0069348","2013/06/08 00:00"
"27818122","Jorge TR","Duarte Dos Santos CN","10.1016/j.actatropica.2016.09.030","2016/09/06 00:00"
"21142971","Cardoso TC","Jerez AJ","10.1089/vbz.2010.0090","2010/12/15 06:00"
"31017727","Figueiredo AS","Pinto MA","10.1111/tbed.13210","2019/03/31 00:00"
"24278489","Rosa R","Santos RL","10.1371/journal.pntd.0002537","2013/09/30 00:00"
"24123103","Marques Mendanha de Oliveira D","das Dôres de Paula Cardoso D","10.1002/jmv.23791","2013/10/15 06:00"
"25771408","Durães-Carvalho R","Arns CW","10.1016/j.virusres.2015.03.002","2015/03/02 00:00"
"33420639","Raposo JV","de Paula VS","10.1007/s12098-020-03633-0","2020/12/17 00:00"
"26545848","Figueiredo AS","Villar LM","10.1016/j.tvjl.2015.10.015","2015/09/11 00:00"
"25678450","de Araujo J","Durigon EL","10.1002/jmv.24118","2015/02/14 06:00"
"25275004","Passos-Castilho AM","Granato CF","10.1128/JCM.02286-14","2014/10/03 06:00"
"21763785","Barry AF","Alfieri AA","10.1016/j.meegid.2011.06.020","2011/06/28 00:00"
"21917289","Fumian TM","Miagostovich MP","10.1016/j.watres.2011.08.039","2011/08/24 00:00"
"24259191","Luchs A","Timenetsky MDCST","10.1099/vir.0.058099-0","2013/11/22 06:00"
"26868014","Itou T","Sakai T","10.1186/s13104-016-1898-5","2016/02/02 00:00"
"20105295","Poloni TR","Aquino VH","10.1186/1743-422X-7-22","2010/01/27 00:00"
"23538335","Gómez MM","Leite JP","10.1016/j.meegid.2013.03.028","2013/03/15 00:00"
"30149028","Sousa IP Jr","da Silva EE","10.1016/j.jinf.2018.08.012","2018/08/19 00:00"
"26576342","Carney S","da Silva EE","10.1038/emi.2015.66","2015/08/31 00:00"
"21040570","Lee RT","Maurer-Stroh S","10.1186/1743-422X-7-297","2010/11/01 00:00"
"26196759","Nelson MI","Ciacci-Zanella JR","10.3201/eid2108.141891","2015/07/22 06:00"
"21894383","Ferreira JL","Santos CL","10.1590/s0074-02762011000500014","2011/06/06 00:00"
"24740088","Mesquita M","Souza TM","10.1371/journal.pone.0094822","2014/03/20 00:00"
"36992373","Medeiros RS","Luchs A","10.3390/v15030664","2023/02/22 00:00"
"22225424","de Oliveira CH","Kroon EG","10.1089/vbz.2011.0725","2012/01/10 06:00"
"23942341","Fischer CD","Lunge VR","10.1016/j.jviromet.2013.08.002","2013/08/01 00:00"
"24565559","Groch KR","Luiz Catão-Dias J","10.3201/eid2003.131557","2014/02/26 06:00"
"25293399","Martins M","Flores EF","10.1016/j.vetmic.2014.09.005","2014/09/09 00:00"
"33462673","Tinker RJ","Luchs A","10.1007/s00705-020-04944-5","2020/11/13 00:00"
"30365233","Groch KR","Díaz-Delgado J","10.1111/tbed.13048","2018/10/14 00:00"
"30624790","Bitencurt ELR","Gabbay YB","10.1002/jmv.25395","2018/11/06 00:00"
"30944402","de Souza WM","Figueiredo LTM","10.1038/s41598-019-42110-3","2019/03/25 00:00"
"33044150","Tahmasebi R","Charlys da Costa A","10.1099/jgv.0.001500","2021/03/12 06:00"
"22930515","Slavov SN","Covas DT","10.1002/jmv.23358","2012/08/30 06:00"
"25252815","Pauvolid-Corrêa A","Komar N","10.1007/s00705-014-2219-8","2014/08/01 00:00"
"21442231","Bertran AG","Resende RO","10.1007/s00705-011-0973-4","2011/03/07 00:00"
"22362531","de Sant'Ana FJ","Flores EF","10.1177/1040638711434799","2012/03/01 06:00"
"25109547","Weber MN","Canal CW","10.1016/j.virusres.2014.07.035","2014/07/28 00:00"
"23917360","de Borba L","dos Santos CN","10.1136/bcr-2013-009910","2013/08/07 06:00"
"28284244","Souza WM","Gifford RJ","10.1099/jgv.0.000671","2017/03/13 06:00"
"27388209","Lima RN","Melo FL","10.1186/s12985-016-0577-4","2016/06/28 00:00"
"24564922","de-Paris F","Barth AL","10.1186/1743-422X-11-36","2014/02/11 00:00"
"24050144","Góes LG","Dominguez SR","10.3201/eid1910.130525","2013/09/21 06:00"
"23408127","Oliveira-Filho AB","Lemos JA","10.1007/s00705-013-1627-5","2012/12/18 00:00"
"27473780","Góes LGB","Durigon EL","10.1016/j.meegid.2016.07.034","2016/07/22 00:00"
"24647552","Sarute N","Panzera Y","10.1007/s11262-014-1054-z","2014/03/03 00:00"
"33971579","Cilli A","Timenetsky MDCST","10.1016/j.jcv.2021.104844","2021/04/06 00:00"
"23412839","Morillo SG","do Carmo Sampaio Tavares Timenetsky M","10.1007/s12560-012-9085-x","2012/07/09 00:00"
"23589704","Hora AS","Brandão PE","10.1155/2013/572325","2013/02/28 00:00"
"32403984","Dell'Armelina Rocha PR","Benedictis P","10.1080/22221751.2020.1759380","2020/05/15 06:00"
"22579295","de Souza AJ","Pereira WL","10.1016/j.cimid.2012.04.004","2012/04/10 00:00"
"22247521","Naveca FG","Acosta PO","10.1128/JVI.06731-11","2012/01/17 06:00"
"23092706","Nunes MR","Vasconcelos PF","10.3201/eid1811.120217","2012/10/25 06:00"
"33331517","Silva-Sales M","Costa ACD","10.1590/S1678-9946202062098","2020/11/27 00:00"
"23740058","Luchs A","Timenetsky Mdo C","10.1590/0037-8682-1162-2013","2011/08/08 00:00"
"22312995","Asano KM","Brandão PE","10.1637/9765-041911-ResNote.1","2012/02/09 06:00"
"22670858","Dias LL","Figueiredo LT","10.1111/j.1537-2995.2012.03729.x","2012/06/08 06:00"
"31146371","Leal É","Costa ACD","10.3390/v11060488","2019/04/30 00:00"
"33066782","Machado RS","Tavares FN","10.1186/s12985-020-01431-w","2020/10/07 00:00"
"30680753","Urbano PRP","Romano CM","10.1002/jmv.25409","2019/01/07 00:00"
"22850966","Costa EV","Silva EE","10.1590/s0074-02762012000500022","2012/03/21 00:00"
"23936406","Romano CM","Kallas EG","10.1371/journal.pone.0070318","2013/06/18 00:00"
"23100478","Felix AC","Levi JE","10.1128/CVI.00535-12","2012/10/27 06:00"
"23147152","Gardinali NR","Alfieri AA","10.1590/s0074-02762012000700016","2012/06/29 00:00"
"22000396","Acosta PO","Naveca FG","10.3201/eid1710.110776","2011/10/18 06:00"
"20676363","Romano CM","Pannuti CS","10.1371/journal.pone.0011811","2010/07/02 00:00"
"26362524","Zanella R","Ledur MC","10.1016/j.virusres.2015.09.003","2015/08/31 00:00"
"23875051","Pauvolid-Corrêa A","Komar N","10.1371/journal.pntd.0002318","2013/06/04 00:00"
"22000394","Medaglia ML","Damaso CR","10.3201/eid1710.110549","2011/10/18 06:00"
"26861619","Hernandez JDM","Gabbay YB","10.1016/j.meegid.2016.02.007","2016/02/04 00:00"
"31608957","Caetano KAA","Teles SA","10.1093/trstmh/trz080","2019/07/10 00:00"
"33070446","Groch KR","Catão-Dias JL","10.1111/tbed.13883","2020/08/08 00:00"
"24735072","Weber MN","Canal CW","10.1111/tbed.12223","2014/04/17 06:00"
"23404478","de Sant'Ana FJ","Flores EF","10.1177/1040638713475799","2013/02/14 06:00"
"25294661","Pinto LD","Canal CW","10.1016/j.tvjl.2014.09.006","2014/09/05 00:00"
"23152556","Hora AS","Brandão PE","10.1128/JCM.02462-12","2012/11/16 06:00"
"31215861","Soares LS","Mascarenhas JDP","10.1099/jmm.0.001026","2019/08/15 06:00"
"24662138","Freitas SZ","Motta-Castro AR","10.1016/j.bjid.2014.01.005","2014/01/16 00:00"
"25817238","Vieira CJ","Bronzoni RV","10.1016/j.actatropica.2015.03.020","2015/01/30 00:00"
"22362537","Cargnelutti JF","Flores EF","10.1177/1040638711435408","2012/03/01 06:00"
"25152089","de Oliveira RC","de Lemos ER","10.3201/eid2009.131472","2014/08/26 06:00"
"24626302","Maruyama SR","Miranda-Santos IK","10.1590/0074-0276130166","2013/08/16 00:00"
"26426773","Branco MS","Araújo JM","10.1111/tmi.12612","2015/10/02 06:00"
"24978469","Martins Vdo C","Mourão MP","10.1371/journal.pone.0100535","2014/05/23 00:00"
"22216365","de Souza RP","Santos CL","10.1371/journal.pntd.0001439","2011/11/01 00:00"
"23127562","Campos Rde M","Ferreira DF","10.1016/j.jcv.2012.10.006","2012/10/10 00:00"
"29885325","Horta AB","Ribeiro BM","10.1016/j.virusres.2018.05.026","2018/05/24 00:00"
"26758732","Possatti F","Alfieri AA","10.1007/s00705-016-2750-x","2015/12/31 00:00"
"23761160","Tonietti PO","Gregori F","10.1128/JCM.01175-13","2013/06/14 06:00"
"22398035","Luchs A","Timenetsky Mdo C","10.1016/j.jcv.2012.01.025","2012/01/07 00:00"
"26841048","Nascimento VA","Naveca FG","10.1590/0074-02760150416","2016/01/12 00:00"
"27316672","Lima-Junior JD","Leão SC","10.1186/s12866-016-0734-3","2016/06/08 00:00"
"26823583","Campos FS","Roehe PM","10.1128/genomeA.01627-15","2016/01/30 06:00"
"27862014","Bezerra DA","Mascarenhas JD","10.1002/jmv.24733","2016/11/09 00:00"
"30540031","Bastos MS","Puccioni-Sohler M","10.1590/0074-02760180450","2018/11/21 00:00"
"24238665","Biondo N","Barcellos DE","10.1016/j.vetmic.2013.10.010","2013/10/12 00:00"
"36558890","Conselheiro JA","Brandão PE","10.3390/pathogens11121556","2022/12/05 00:00"
"24141954","Silva LD","Gabbay YB","10.1590/0074-0276130293","2013/08/16 00:00"
"31746475","Del-Rios NHA","Dos Santos Carneiro MA","10.1002/jmv.25632","2019/11/18 00:00"
"28486490","Thomazelli LM","Durigon EL","10.1371/journal.pone.0177214","2017/04/24 00:00"
"30231194","Portal TM","Gabbay YB","10.1002/jmv.25321","2018/09/13 00:00"
"30105563","Amaral CD","de Souza Trindade G","10.1007/s10393-018-1353-2","2018/06/16 00:00"
"23828618","Lima FE","Franco AC","10.1007/s11262-013-0947-6","2013/06/19 00:00"
"23504146","Lima FE","Franco AC","10.1007/s11262-013-0899-x","2013/03/06 00:00"
"23886502","Fumian TM","Gabbay YB","10.1016/j.jcv.2013.06.043","2013/06/14 00:00"
"24164638","Niemeyer C","Catão-Dias JL","10.1080/03079457.2013.849794","2013/10/30 06:00"
"23293164","Headley SA","Alfieri AF","10.1177/1040638712471344","2013/01/08 06:00"
"23189200","Assis FL","Abrahão JS","10.1371/journal.pone.0050413","2012/10/19 00:00"
"26583465","Costa GB","Trindade Gde S","10.3201/eid2112.141249","2015/11/20 06:00"
"29428874","de Carvalho Dominguez Souza BF","Drexler JF","10.1016/j.jhep.2018.01.029","2018/01/19 00:00"
"26986573","Kluge M","Franco AC","10.1371/journal.pone.0151921","2016/03/07 00:00"
"30399502","Primo D","Luchs A","10.1016/j.jcv.2018.10.010","2018/10/10 00:00"
"27658621","Bittar C","Nogueira ML","10.1186/s12985-016-0614-3","2016/09/14 00:00"
"25171964","Lemes LG","Souza M","10.1016/j.jcv.2014.08.004","2014/07/17 00:00"
"25420101","Gemaque BS","Pereira WL","10.3201/eid2012.140603","2014/11/25 06:00"
"26812352","Peres MG","Megid J","10.3201/eid2202.140747","2016/01/27 06:00"
"32186498","Saivish MV","Moreli ML","10.3201/2604.190487","2020/03/19 06:00"
"31539795","Hoppe IBAL","Carvalho AAB","10.1016/j.rvsc.2019.09.003","2019/09/10 00:00"
"26040701","Aguiar ER","Marques JT","10.1093/nar/gkv587","2015/03/18 00:00"
"30909631","de Souza WM","Moraes Figueiredo LT","10.3390/v11030297","2019/03/11 00:00"
"35779208","Cunha MS","Sabino E","10.1007/s42770-022-00784-4","2022/06/10 00:00"
"25499297","Molinari BL","Alfieri AA","10.1016/j.virusres.2014.12.003","2014/12/02 00:00"
"30597964","De la Torre D","Piantino Ferreira AJ","10.3390/vetsci6010002","2018/12/21 00:00"
"25796358","Silva FD","Gregori F","10.1016/j.meegid.2015.03.016","2015/03/11 00:00"
"26887252","Drumond BP","Coelho LF","10.1016/j.bjm.2015.11.016","2015/07/24 00:00"
"26466923","Neves MA","Mascarenhas JD","10.1002/jmv.24404","2015/10/16 06:00"
"31997262","Campanha JET","Alfieri AA","10.1007/s42770-020-00234-z","2020/01/23 00:00"
"25059864","Urbano PR","Romano CM","10.1128/genomeA.00694-14","2014/07/26 06:00"
"24136444","da Silva Soares L","Linhares AC","10.1002/jmv.23797","2013/10/19 06:00"
"23970830","Barbosa BR","Gregori F","10.1155/2013/241686","2013/06/29 00:00"
"24587454","Villabona-Arenas CJ","Zanotto PM","10.1371/journal.pntd.0002620","2014/03/04 06:00"
"24280146","Luchs A","Timenetsky Mdo C","10.1016/j.jcv.2013.11.001","2013/11/01 00:00"
"23766702","Tonietti Pde O","Gregori F","10.1155/2013/648406","2013/04/30 00:00"
"30017847","Sousa IP Jr","da Silva EE","10.1016/j.meegid.2018.07.011","2018/07/10 00:00"
"29890240","Sacristán C","Esperón F","10.1016/j.jviromet.2018.06.002","2018/06/05 00:00"
"27083572","Lorenzetti E","Alfieri AA","10.1007/s11262-016-1336-8","2016/04/04 00:00"
"28856449","Cargnelutti JF","Flores EF","10.1007/s00705-017-3533-8","2017/07/31 00:00"
"24855935","Molinari BL","Alfieri AA","10.3201/eid2006.130776","2014/05/27 06:00"
"27599939","Molinari BL","Alfieri AA","10.1016/j.vetmic.2016.08.014","2016/08/13 00:00"
"29596389","De la Torre DI","Piantino Ferreira AJ","10.3390/vetsci5020038","2018/03/26 00:00"
"24244615","Souza TM","Siqueira MM","10.1371/journal.pone.0080081","2013/10/09 00:00"
"30666923","Campos ACA","Drexler JF","10.3201/eid2502.181246","2019/01/23 06:00"
"26517653","Cardoso BF","Slhessarenko RD","10.1590/0074-02760150123","2015/08/06 00:00"
"26200961","Heinen LB","Dezengrini-Slhessarenko R","10.1590/S0036-46652015000300006","2014/08/26 00:00"
"25141284","Zuchi N","Slhessarenko RD","10.1590/0074-0276140108","2014/06/27 00:00"
"25274744","Cargnelutti JF","Riet-Correa F","10.1177/1040638714553428","2014/10/03 06:00"
"33774730","Dietzgen RG","Kitajima EW","10.1007/s00705-021-05040-y","2021/01/31 00:00"
"32404030","Murer L","Lovato M","10.1177/1040638720913075","2020/05/15 06:00"
"30553201","Fumian TM","Miagostovich MP","10.1016/j.envint.2018.11.054","2018/11/21 00:00"
"24867614","Silva DC","Lanza DC","10.1016/j.virusres.2014.05.008","2014/05/07 00:00"
"29687958","de Mira Fernandes A","Pituco EM","10.1002/vms3.102","2018/04/25 06:00"
"35688413","Headley SA","Alfieri AA","10.1016/j.micpath.2022.105621","2022/06/05 00:00"
"27342195","Asano KM","Brandão PE","10.1186/s12985-016-0569-4","2016/06/21 00:00"
"31355150","Picarelli MASC","Colariccio A","10.3389/fcimb.2019.00244","2019/06/21 00:00"
"27223654","Portes SA","Carvalho-Costa FA","10.1590/0074-02760160030","2016/04/09 00:00"
"30304533","Di Paola N","Zanotto PMA","10.1093/cid/ciy630","2018/08/01 00:00"
"26314230","de Souza AJS","Soares MDCP","10.1016/j.actatropica.2015.08.014","2015/08/14 00:00"
"28639212","Fioretti JM","Miagostovich MP","10.1007/s12560-017-9308-2","2017/06/16 00:00"
"28626754","Vieira SE","Durigon EL","10.1155/2017/3459785","2017/04/10 00:00"
"30970051","Cilli A","Costa ACD","10.1590/0074-02760180574","2019/03/18 00:00"
"35781557","Wells HL","Anthony SJ","10.1007/s00705-022-05500-z","2022/04/27 00:00"
